0,0,3
0,0,13
0,0,18
0,0,23
0,2,19
0,2,20
0,3,9
0,3,18
0,3,21
0,3,29
0,3,37
0,5,6
0,5,9
0,5,10
0,5,11
0,5,17
0,5,18
0,5,21
0,5,24
0,6,5
0,6,6
0,6,9
0,6,14
0,6,17
0,6,22
0,6,26
0,6,27
0,6,28
0,6,31
0,7,3
0,8,8
0,8,19
0,8,23
0,8,29
0,9,7
0,9,15
0,9,20
0,9,23
0,9,28
0,9,34
0,10,1
0,10,2
0,10,4
0,10,9
0,10,14
0,10,19
0,10,21
0,10,25
0,10,30
0,10,34
0,11,4
0,11,5
0,11,12
0,11,19
0,11,26
0,11,33
0,11,38
0,12,8
0,12,12
0,12,18
0,12,23
0,12,29
0,12,36
0,13,2
0,13,5
0,13,10
0,13,12
0,13,18
0,13,22
0,13,25
0,14,23
0,14,32
0,15,7
0,15,16
0,15,20
0,15,21
0,15,30
0,16,6
0,16,14
0,16,15
0,16,16
0,16,19
0,16,27
0,17,19
0,18,7
0,18,15
0,18,16
0,18,18
0,18,23
0,18,30
0,19,5
0,19,9
0,19,17
0,19,22
0,19,32
0,21,5
0,21,9
0,21,14
0,21,20
0,22,3
0,22,9
0,22,10
0,22,13
0,22,19
0,22,22
0,22,29
0,23,2
0,23,3
0,23,6
0,23,12
0,23,19
0,23,20
0,23,24
0,24,10
0,24,12
0,24,21
0,24,25
0,24,31
0,25,42
0,26,4
0,26,8
0,26,9
0,26,12
0,26,14
0,26,19
0,26,22
0,26,23
0,27,12
0,27,20
0,27,24
0,27,31
0,28,4
0,28,6
0,28,11
0,28,16
0,28,19
0,28,21
0,28,24
0,28,29
0,28,34
0,28,37
0,30,7
0,30,18
0,30,23
0,31,33
0,32,2
0,32,6
0,32,7
0,32,17
0,32,21
0,33,7
0,33,14
0,33,16
0,33,23
0,33,27
0,33,28
0,33,29
0,34,4
0,34,5
0,34,9
0,34,10
0,34,15
0,34,17
0,34,18
0,34,20
0,34,22
0,35,2
0,35,12
0,35,16
0,35,25
0,35,28
0,37,4
0,38,15
0,38,21
0,38,30
0,39,3
0,39,7
0,39,9
0,39,12
0,39,13
0,39,14
0,39,19
0,39,23
0,39,27
0,39,31
